file_name,label
p0003_c01_20201015_172644_000406_bbox.jpg,0003
p0003_c01_20201015_172644_000455_bbox.jpg,0003
p0003_c01_20201015_172644_000458_bbox.jpg,0003
p0003_c01_20201015_172644_000473_bbox.jpg,0003
p0003_c01_20201015_172644_000563_bbox.jpg,0003
p0003_c01_20201015_172644_000572_bbox.jpg,0003
p0003_c01_20201015_172644_000594_bbox.jpg,0003
p0003_c01_20201015_172644_000614_bbox.jpg,0003
p0003_c01_20201015_172644_000626_bbox.jpg,0003
p0003_c01_20201015_172644_000637_bbox.jpg,0003
p0003_c01_20201015_172644_000744_bbox.jpg,0003
p0003_c01_20201015_172644_000759_bbox.jpg,0003
p0003_c01_20201015_172644_000766_bbox.jpg,0003
p0003_c01_20201015_172644_000792_bbox.jpg,0003
p0003_c01_20201015_172644_000807_bbox.jpg,0003
p0003_c01_20201015_172644_000840_bbox.jpg,0003
p0003_c01_20201015_172644_000841_bbox.jpg,0003
p0003_c01_20201015_172644_000842_bbox.jpg,0003
p0003_c01_20201015_172644_000874_bbox.jpg,0003
p0003_c01_20201015_172644_000879_bbox.jpg,0003
p0003_c01_20201015_172644_000880_bbox.jpg,0003
p0003_c01_20201214_083954_000143_bbox.jpg,0003
p0003_c01_20201214_083954_000144_bbox.jpg,0003
p0003_c01_20201214_083954_000240_bbox.jpg,0003
p0003_c01_20201214_083954_000327_bbox.jpg,0003
p0003_c01_20201214_083954_000378_bbox.jpg,0003
p0003_c01_20201214_083954_000402_bbox.jpg,0003
p0003_c01_20201214_083954_000435_bbox.jpg,0003
p0003_c01_20201214_083954_000472_bbox.jpg,0003
p0003_c01_20201214_083954_000496_bbox.jpg,0003
p0003_c01_20201214_083954_000513_bbox.jpg,0003
p0003_c01_20201214_083954_000543_bbox.jpg,0003
p0003_c01_20201214_083954_001038_bbox.jpg,0003
p0003_c01_20201214_084503_000542_bbox.jpg,0003
p0003_c01_20201214_084503_000583_bbox.jpg,0003
p0003_c01_20201214_084503_000645_bbox.jpg,0003
p0003_c01_20201214_084503_000678_bbox.jpg,0003
p0003_c01_20201214_084503_000698_bbox.jpg,0003
p0003_c01_20201214_084503_000722_bbox.jpg,0003
p0003_c01_20201214_084503_000739_bbox.jpg,0003
p0003_c01_20201214_084503_000792_bbox.jpg,0003
p0003_c01_20201214_084503_000844_bbox.jpg,0003
p0003_c01_20201214_084503_000859_bbox.jpg,0003
p0003_c01_20201214_084503_000889_bbox.jpg,0003
p0003_c01_20201214_084503_000917_bbox.jpg,0003
p0003_c01_20201214_084503_000937_bbox.jpg,0003
p0003_c01_20201214_084503_000946_bbox.jpg,0003
p0003_c01_20201214_084503_000980_bbox.jpg,0003
p0003_c01_20201214_084503_000996_bbox.jpg,0003
p0003_c01_20201214_084503_001045_bbox.jpg,0003
p0003_c01_20201214_084503_001049_bbox.jpg,0003
p0003_c01_20201214_084503_001052_bbox.jpg,0003
p0003_c01_20201214_084503_001056_bbox.jpg,0003
p0003_c01_20201214_084503_001082_bbox.jpg,0003
p0003_c01_20201214_084503_001085_bbox.jpg,0003
p0003_c01_20201214_084503_001109_bbox.jpg,0003
p0003_c01_20210526_080333_000115_bbox.jpg,0003
p0003_c01_20210526_080333_000188_bbox.jpg,0003
p0003_c01_20210526_080333_000201_bbox.jpg,0003
p0003_c01_20210526_080333_000202_bbox.jpg,0003
p0003_c01_20210526_080333_000228_bbox.jpg,0003
p0003_c01_20210526_080333_000232_bbox.jpg,0003
p0003_c01_20210526_080333_000265_bbox.jpg,0003
p0003_c01_20210526_080333_000290_bbox.jpg,0003
p0003_c01_20210526_080333_000298_bbox.jpg,0003
p0003_c01_20210526_080333_000347_bbox.jpg,0003
p0003_c01_20210526_080333_000360_bbox.jpg,0003
p0003_c01_20210526_080333_000435_bbox.jpg,0003
p0003_c01_20210526_080333_000502_bbox.jpg,0003
p0003_c01_20210526_080333_000532_bbox.jpg,0003
p0003_c01_20210526_080333_000534_bbox.jpg,0003
